Mouse.ID,Sex,Generation,penName,DOB,Exp.Date,Age.at.Exp.Date,Test.Name,BMD,BMC,X..Fat,TTM,Total.Lean,VTB.ROI.BMD,VTB.ROI.BMC,VTB.ROI...Fat,VTB.ROI.TTM,VTB.ROI.Lean,BW
DO.0813,F,G10,CSDO-F-43,5/17/2012,11/15/2013,547,Pixi 78wks,0.0556,0.6647,55.11,51.76,23.2,0.105,0.0201,48.04,0.44,0.2,48.7
DO.0814,F,G10,CSDO-F-43,5/17/2012,11/15/2013,547,Pixi 78wks,0.0489,0.4272,41.9,35.07,20.4,0.0528,0.0097,29.84,0.38,0.3,34.6
DO.0815,F,G10,CSDO-F-43,5/15/2012,11/15/2013,549,Pixi 78wks,0.0606,0.6235,34.39,36.94,24.2,0.1041,0.0199,26.66,0.37,0.3,36.5
DO.0816,F,G10,CSDO-F-44,5/14/2012,11/26/2013,561,Pixi 78wks,0.0497,0.5336,19.24,28.08,22.7,0.0751,0.0144,15.49,0.33,0.3,28.6
DO.0817,F,G10,CSDO-F-44,5/13/2012,11/26/2013,562,Pixi 78wks,0.0548,0.6225,24.05,37.05,28.1,0.049,0.0092,15.19,0.35,0.3,37.2
DO.0818,F,G10,CSDO-F-44,5/9/2012,11/26/2013,566,Pixi 78wks,0.0476,0.4735,18.8,33.56,27.2,0.0657,0.0123,11.13,0.3,0.3,33.6
DO.0819,F,G10,CSDO-F-44,5/11/2012,11/26/2013,564,Pixi 78wks,0.041,0.4083,36.55,41.19,26.1,0.0266,0.0038,17.51,0.4,0.3,39.3
DO.0821,F,G10,CSDO-F-45,5/13/2012,6/21/2013,404,Pixi 52wks,0.061,0.6941,33.56,31.59,21,0.09,0.0172,23.21,0.37,0.3,28.8
DO.0822,F,G10,CSDO-F-45,5/13/2012,6/21/2013,404,Pixi 52wks,0.0632,0.6406,32.36,40.6,27.5,0.0849,0.0159,16.81,0.39,0.3,41
DO.0823,F,G10,CSDO-F-45,5/15/2012,6/21/2013,402,Pixi 52wks,0.0593,0.5549,30.35,35.15,24.5,0.1049,0.0196,14.32,0.33,0.3,30.3
DO.0824,F,G10,CSDO-F-45,5/12/2012,6/21/2013,405,Pixi 52wks,0.0617,0.6291,44.66,39.03,21.6,0.0984,0.0184,31.51,0.37,0.3,38.7
DO.0825,F,G10,CSDO-F-45,5/15/2012,6/21/2013,402,Pixi 52wks,0.0671,0.6744,43.24,49.53,28.1,0.1053,0.0197,30.39,0.4,0.3,39.5
DO.0826,F,G10,CSDO-F-46,5/12/2012,6/14/2013,398,Pixi 52wks,0.0624,0.5837,39.01,57.79,35.2,0.1051,0.0185,25.36,0.5,0.4,38.1
DO.0827,F,G10,CSDO-F-46,5/16/2012,6/14/2013,394,Pixi 52wks,0.0563,0.5895,45.27,44.34,24.3,0.0675,0.0126,31.33,0.37,0.3,35.2
DO.0828,F,G10,CSDO-F-46,5/17/2012,6/14/2013,393,Pixi 52wks,0.0564,0.5698,19.03,29.75,24.1,0.0732,0.0137,8.65,0.32,0.3,25.7
DO.0829,F,G10,CSDO-F-46,5/13/2012,6/14/2013,397,Pixi 52wks,0.0567,0.5628,33.78,48.07,31.8,0.0753,0.0141,20.12,0.4,0.3,30.4
DO.0830,F,G10,CSDO-F-46,5/15/2012,6/14/2013,395,Pixi 52wks,0.0553,0.5783,12.07,23.71,20.9,0.0878,0.0164,3.71,0.33,0.3,18.6
DO.0831,F,G10,CSDO-F-47,5/14/2012,12/14/2012,214,Pixi 26wks,0.0536,0.451,17.84,23.07,19,0.088,0.0164,5.02,0.31,0.3,23.44
DO.0832,F,G10,CSDO-F-47,5/16/2012,12/14/2012,212,Pixi 26wks,0.0539,0.4572,12.67,20.6,18,0.0851,0.0158,6.94,0.34,0.3,20.48
DO.0833,F,G10,CSDO-F-47,5/13/2012,12/14/2012,215,Pixi 26wks,0.0674,0.7223,19.57,36.34,29.2,0.1085,0.0203,13.32,0.38,0.3,36.45
DO.0835,F,G10,CSDO-F-47,5/10/2012,12/14/2012,218,Pixi 26wks,0.0472,0.3914,19.53,22.66,18.2,0.071,0.0133,7.73,0.3,0.3,23.01
DO.0836,F,G10,CSDO-F-48,5/14/2012,6/14/2013,396,Pixi 52wks,0.0485,0.5167,10.55,27.31,24.4,0.0782,0.0146,3.15,0.32,0.3,21.9
DO.0837,F,G10,CSDO-F-48,5/13/2012,6/14/2013,397,Pixi 52wks,0.0532,0.4689,45.01,42.38,23.3,0.0812,0.0152,29.84,0.35,0.2,35.8
DO.0838,F,G10,CSDO-F-48,5/17/2012,6/14/2013,393,Pixi 52wks,0.0597,0.5995,22.22,28.76,22.4,0.0922,0.0176,11.77,0.37,0.3,20.8
DO.0839,F,G10,CSDO-F-48,5/14/2012,6/14/2013,396,Pixi 52wks,0.0512,0.4514,23.71,28.94,22.1,0.0721,0.0134,16.87,0.34,0.3,25.2
DO.0901,M,G8,CSDO-M-13,10/27/2011,11/10/2012,380,Pixi 52wks,0.0672,0.734,26.3,52.11,38.4,0.0747,0.013,14,0.4,0.4,51.15
DO.0902,M,G8,CSDO-M-13,10/23/2011,5/3/2013,558,Pixi 78wks,0.0505,0.5413,14.89,30.02,25.6,0.0655,0.0122,8.6,0.33,0.3,30.45
DO.0903,M,G8,CSDO-M-13,10/23/2011,5/3/2013,558,Pixi 78wks,0.0723,0.8244,26.99,48.71,35.6,0.0869,0.0162,17.8,0.42,0.3,48.14
DO.0905,M,G8,CSDO-M-13A,10/23/2011,5/3/2013,558,Pixi 78wks,0.0553,0.6567,12.56,33.78,29.5,0.0745,0.0137,6.47,0.34,0.3,34.78
DO.0906,M,G8,CSDO-M-14,10/24/2011,11/10/2012,383,Pixi 52wks,0.0577,0.578,35.3,38.97,25.2,0.1018,0.019,24.3,0.4,0.3,37.62
DO.0907,M,G8,CSDO-M-14,10/26/2011,11/10/2012,381,Pixi 52wks,0.0572,0.555,30.5,45.57,31.7,0.0844,0.016,13.2,0.4,0.4,44.62
DO.0908,M,G8,CSDO-M-14,10/23/2011,11/21/2012,395,Pixi 52wks,0.0586,0.6151,38.2,48.08,29.7,0.083,0.0155,23.94,0.4,0.3,47.44
DO.0909,M,G8,CSDO-M-14,10/25/2011,11/21/2012,393,Pixi 52wks,0.0618,0.6254,29.49,45.68,32.2,0.0922,0.0172,15.01,0.43,0.4,45.23
DO.0911,M,G8,CSDO-M-15,10/24/2011,11/10/2012,383,Pixi 52wks,0.0548,0.505,22.4,36.57,28.4,0.0754,0.014,6.1,0.4,0.4,37.28
DO.0914,M,G8,CSDO-M-15A,10/22/2011,11/10/2012,385,Pixi 52wks,0.0499,0.49,45.2,46.06,25.2,0.078,0.015,27.9,0.4,0.3,44.01
DO.0914,M,G8,CSDO-M-15A,10/22/2011,5/3/2013,559,Pixi 78wks,0.0622,0.6784,33.21,55.62,37.2,0.0914,0.0174,16.89,0.44,0.4,54.3
DO.0915,M,G8,CSDO-M-15,10/22/2011,5/3/2013,559,Pixi 78wks,0.0553,0.5834,13.34,26.66,23.1,0.0797,0.0151,4.95,0.36,0.3,27.21
DO.0916,M,G8,CSDO-M-16,10/23/2011,11/10/2012,384,Pixi 52wks,0.0492,0.487,25.4,35.79,26.7,0.0465,0.008,14,0.4,0.3,34.8
DO.0917,M,G8,CSDO-M-16,10/26/2011,11/21/2012,392,Pixi 52wks,0.0479,0.4613,23.62,44.32,33.8,0.0414,0.0077,7.49,0.39,0.4,44.22
DO.0919,M,G8,CSDO-M-16,10/25/2011,11/10/2012,382,Pixi 52wks,0.0477,0.513,15.2,30.66,26,0.0525,0.01,3.5,0.4,0.4,30.88
DO.0920,M,G8,CSDO-M-16,10/22/2011,11/21/2012,396,Pixi 52wks,0.0471,0.4723,22.25,35.24,27.4,0.0513,0.0096,16,0.37,0.3,34.75
DO.0921,M,G8,CSDO-M-17A,10/24/2011,5/10/2013,564,Pixi 78wks,0.0586,0.5889,27.27,46,33.5,0.069,0.0129,13.04,0.42,0.4,45.54
DO.0922,M,G8,CSDO-M-17B,10/27/2011,5/10/2013,561,Pixi 78wks,0.0495,0.4552,24.02,45.9,34.9,0.0749,0.014,10.6,0.39,0.3,43.93
DO.0923,M,G8,CSDO-M-17,10/27/2011,11/21/2012,391,Pixi 52wks,0.0544,0.5318,24.21,38.02,28.8,0.0742,0.0139,11.24,0.39,0.3,37.77
DO.0924,M,G8,CSDO-M-17,10/25/2011,11/21/2012,393,Pixi 52wks,0.0582,0.6575,24.55,52.12,39.3,0.1039,0.0194,13.81,0.42,0.4,52.51
DO.0925,M,G8,CSDO-M-17B,10/23/2011,11/21/2012,395,Pixi 52wks,0.0575,0.561,25.73,60.02,44.6,0.0554,0.0104,6.36,0.43,0.4,57.88
DO.0926,M,G8,CSDO-M-18,10/24/2011,5/10/2013,564,Pixi 78wks,0.0616,0.6429,33.15,50.69,33.9,0.0701,0.0131,15.31,0.47,0.4,49.63
DO.0927,M,G8,CSDO-M-18,10/23/2011,5/10/2013,565,Pixi 78wks,0.0609,0.7363,24.49,45.8,34.6,0.0805,0.015,14.13,0.42,0.4,46.09
DO.0929,M,G8,CSDO-M-18,10/26/2011,5/10/2013,562,Pixi 78wks,0.0569,0.5676,34,42.71,28.2,0.0655,0.0122,17.92,0.4,0.3,42.15
DO.0930,M,G8,CSDO-M-18,10/23/2011,5/10/2013,565,Pixi 78wks,0.0538,0.5032,18,29.71,24.4,0.0736,0.0137,7.37,0.36,0.3,29.77
DO.0931,M,G8,CSDO-M-19B,10/26/2011,5/10/2013,562,Pixi 78wks,0.058,0.6975,21.57,42.82,33.6,0.0772,0.0144,10.63,0.39,0.4,43.46
DO.0932,M,G8,CSDO-M-19,10/22/2011,4/26/2013,552,Pixi 78wks,0.0591,0.6335,31.4,47.61,32.7,0.0766,0.0135,14.59,0.37,0.3,45.43
DO.0933,M,G8,CSDO-M-19A,10/25/2011,5/3/2013,556,Pixi 78wks,0.0549,0.6438,14.86,39.13,33.3,0.0704,0.0124,6.68,0.4,0.4,39.8
DO.0934,M,G8,CSDO-M-19,10/27/2011,4/26/2013,547,Pixi 78wks,0.0514,0.4963,7.29,24.85,23,0.0421,0.0075,0.27,0.44,0.4,24.32
DO.0935,M,G8,CSDO-M-19,10/22/2011,4/26/2013,552,Pixi 78wks,0.0556,0.6356,32.54,60.49,40.8,0.0547,0.0101,17.67,0.44,0.4,59.2
DO.0936,M,G8,CSDO-M-20,10/24/2011,5/3/2013,557,Pixi 78wks,0.0522,0.549,37.99,47.22,29.3,0.0559,0.0106,19.89,0.4,0.3,47.06
DO.0937,M,G8,CSDO-M-20,10/27/2011,5/3/2013,554,Pixi 78wks,0.0532,0.5579,36.59,38.44,24.4,0.0866,0.0162,19.6,0.36,0.3,38.18
DO.0938,M,G8,CSDO-M-20,10/25/2011,5/3/2013,556,Pixi 78wks,0.0528,0.5923,36.28,51.47,32.8,0.0681,0.0127,14.64,0.39,0.3,51.18
DO.0939,M,G8,CSDO-M-20,10/25/2011,5/3/2013,556,Pixi 78wks,0.0592,0.6229,31.69,55.46,37.9,0.0671,0.0125,12.37,0.42,0.4,54.33
DO.0940,M,G8,CSDO-M-20,10/27/2011,11/9/2012,379,Pixi 52wks,0.0551,0.587,48.7,59.6,30.6,0.0697,0.013,30.3,0.4,0.3,58.07
DO.0940,M,G8,CSDO-M-20,10/27/2011,5/3/2013,554,Pixi 78wks,0.0542,0.4082,41.71,67.97,39.6,0.0578,0.0099,12.7,0.44,0.4,64.12
DO.0941,M,G8,CSDO-M-21,10/27/2011,4/26/2013,547,Pixi 78wks,0.0593,0.6849,25.04,40.94,30.7,0.0822,0.0154,13.1,0.35,0.3,41.33
DO.0942,M,G8,CSDO-M-21,10/22/2011,11/9/2012,384,Pixi 52wks,0.0592,0.559,17.4,33.5,27.7,0.0816,0.015,6,0.4,0.4,32.72
DO.0943,M,G8,CSDO-M-21,10/24/2011,4/26/2013,550,Pixi 78wks,0.0565,0.5426,24.78,48.37,36.4,0.0674,0.0126,8.21,0.43,0.4,47.41
DO.0944,M,G8,CSDO-M-21,10/27/2011,4/26/2013,547,Pixi 78wks,0.0564,0.5656,23.47,47.73,36.5,0.0734,0.0135,8.09,0.38,0.4,47.39
DO.0945,M,G8,CSDO-M-21,10/25/2011,11/9/2012,381,Pixi 52wks,0.0489,0.434,35.1,47.2,30.6,0.0512,0.009,18.1,0.4,0.3,46.48
DO.0947,M,G8,CSDO-M-22,10/27/2011,5/10/2013,561,Pixi 78wks,0.0474,0.488,16.96,34.26,28.4,0.0467,0.0089,8.28,0.4,0.4,33.78
DO.0949,M,G8,CSDO-M-22,10/25/2011,11/10/2012,382,Pixi 52wks,0.0641,0.777,37.4,59.19,37.1,0.1088,0.02,20.9,0.5,0.4,60.83
DO.0950,M,G8,CSDO-M-22A,10/27/2011,5/10/2013,561,Pixi 78wks,0.055,0.544,19.68,40.28,32.4,0.059,0.011,4.56,0.38,0.4,40.82
DO.0951,M,G8,CSDO-M-23,10/23/2011,11/10/2012,384,Pixi 52wks,0.0582,0.547,33.8,58.28,38.6,0.0568,0.011,13.9,0.5,0.4,55.84
DO.0952,M,G8,CSDO-M-23,10/27/2011,4/26/2013,547,Pixi 78wks,0.0584,0.6479,11.84,30.58,27,0.0885,0.0165,6.94,0.35,0.3,32.01
DO.0953,M,G8,CSDO-M-23,10/24/2011,4/26/2013,550,Pixi 78wks,0.0537,0.5471,28.76,38.9,27.7,0.0714,0.0133,14.2,0.38,0.3,39.48
DO.0954,M,G8,CSDO-M-23,10/24/2011,11/10/2012,383,Pixi 52wks,0.0604,0.56,33.5,46.24,30.8,0.0898,0.017,13.6,0.4,0.4,44.72
DO.0955,M,G8,CSDO-M-23,10/26/2011,4/26/2013,548,Pixi 78wks,0.0538,0.5618,20.9,31.51,24.9,0.0821,0.014,9.54,0.32,0.3,31.96
DO.0956,M,G8,CSDO-M-24,10/23/2011,11/21/2012,395,Pixi 52wks,0.063,0.6108,28.89,46.21,32.9,0.0847,0.0158,13.41,0.41,0.4,45.48
DO.0957,M,G8,CSDO-M-24,10/25/2011,11/21/2012,393,Pixi 52wks,0.0612,0.6601,26.5,49.17,36.1,0.0854,0.0159,10.79,0.41,0.4,48.58
DO.0958,M,G8,CSDO-M-24A,10/22/2011,11/10/2012,385,Pixi 52wks,0.0555,0.466,30,40.39,28.3,0.0797,0.015,11.3,0.4,0.4,42.64
DO.0959,M,G8,CSDO-M-24,10/27/2011,11/21/2012,391,Pixi 52wks,0.0539,0.4731,33.69,37.55,24.9,0.0708,0.0132,12.87,0.37,0.3,37.15
DO.0960,M,G8,CSDO-M-24,10/23/2011,11/21/2012,395,Pixi 52wks,0.0457,0.3905,13.87,27.36,23.6,0.064,0.0119,2.92,0.34,0.3,27.21
DO.0962,M,G9,CSDO-M-25C,2/24/2012,8/23/2013,546,Pixi 78wks,0.0587,0.7009,21.33,36.22,28.5,0.0963,0.0188,13.25,0.4,0.3,37.35
DO.0963,M,G9,CSDO-M-25,2/19/2012,8/23/2013,551,Pixi 78wks,0.0526,0.5402,12.71,29.98,26.2,0.0737,0.0142,5.41,0.4,0.4,30.94
DO.0964,M,G9,CSDO-M-25D,2/21/2012,8/23/2013,549,Pixi 78wks,0.0556,0.5834,13.32,31.95,27.7,0.0836,0.0168,4.34,0.42,0.4,32.31
DO.0967,M,G9,CSDO-M-26B,2/18/2012,9/6/2013,566,Pixi 78wks,0.0541,0.5786,31.07,48.13,33.2,0.0682,0.0127,14.17,0.4,0.3,47.52
DO.0969,M,G9,CSDO-M-26,2/21/2012,9/6/2013,563,Pixi 78wks,0.0431,0.4414,6.94,23.72,22.1,0.0516,0.0098,0.94,0.32,0.3,24.79
DO.0970,M,G9,CSDO-M-26,2/21/2012,9/6/2013,563,Pixi 78wks,0.0557,0.5334,26.19,45.24,33.4,0.0752,0.014,10.98,0.4,0.4,45.12
DO.0971,M,G9,CSDO-M-27,2/20/2012,3/1/2013,375,Pixi 52wks,0.0597,0.6765,30.71,41.4,28.7,0.0878,0.0168,17.87,0.41,0.3,41.87
DO.0972,M,G9,CSDO-M-27A,2/21/2012,9/6/2013,563,Pixi 78wks,0.0462,0.4143,27.64,25.11,18.2,0.0512,0.0096,13.47,0.31,0.3,25.13
DO.0973,M,G9,CSDO-M-27,2/22/2012,3/1/2013,373,Pixi 52wks,0.0567,0.5677,13.67,31,26.8,0.0868,0.0166,9.19,0.38,0.3,31.98
DO.0974,M,G9,CSDO-M-27,2/19/2012,3/1/2013,376,Pixi 52wks,0.0681,0.8062,19.67,38.3,30.8,0.1069,0.0197,10.41,0.37,0.3,39.3
DO.0975,M,G9,CSDO-M-27,2/23/2012,3/1/2013,372,Pixi 52wks,0.0568,0.6418,12.06,37.8,33.2,0.096,0.0172,5.41,0.38,0.4,38.03
DO.0976,M,G9,CSDO-M-28,2/23/2012,8/23/2013,547,Pixi 78wks,0.0523,0.4838,27.59,36.51,26.4,0.077,0.015,13.49,0.38,0.3,36.17
DO.0977,M,G9,CSDO-M-28,2/19/2012,8/23/2013,551,Pixi 78wks,0.0534,0.5161,15.21,31.45,26.7,0.0753,0.0147,9.53,0.38,0.3,32.3
DO.0978,M,G9,CSDO-M-28,2/21/2012,8/23/2013,549,Pixi 78wks,0.0571,0.6758,45.76,52.11,28.3,0.0875,0.0171,28.51,0.42,0.3,50.96
DO.0979,M,G9,CSDO-M-28,2/22/2012,8/23/2013,548,Pixi 78wks,0.0595,0.6496,13.13,31.96,27.8,0.0888,0.0173,5.34,0.37,0.4,33.09
DO.0980,M,G9,CSDO-M-28,2/18/2012,8/23/2013,552,Pixi 78wks,0.0548,0.5633,12.39,31.4,27.5,0.0704,0.0135,3.87,0.37,0.4,31.94
DO.0981,M,G9,CSDO-M-29,2/20/2012,2/22/2013,368,Pixi 52wks,0.0656,0.73,21.6,40.79,32,0.1166,0.022,14.3,0.39,0.3,41.7
DO.0982,M,G9,CSDO-M-29A,2/20/2012,2/22/2013,368,Pixi 52wks,0.0588,0.592,19.9,24.74,19.8,0.0886,0.019,12,0.41,0.4,25.35
DO.0983,M,G9,CSDO-M-29A,2/20/2012,2/22/2013,368,Pixi 52wks,0.0553,0.547,21.1,41.41,32.7,0.0715,0.013,13.6,0.45,0.4,40.94
DO.0984,M,G9,CSDO-M-29,2/22/2012,2/22/2013,366,Pixi 52wks,0.0624,0.729,14,37.3,32.1,0.0966,0.018,11.5,0.37,0.3,38.46
DO.0985,M,G9,CSDO-M-29,2/22/2012,2/22/2013,366,Pixi 52wks,0.0565,0.676,26.6,44.86,32.9,0.0817,0.015,13.9,0.38,0.3,45.5
DO.0986,M,G9,CSDO-M-30,2/23/2012,3/8/2013,379,Pixi 52wks,0.0649,0.6302,26,42.46,31.4,0.0899,0.0165,14.01,0.42,0.4,41.85
DO.0987,M,G9,CSDO-M-30,2/21/2012,3/8/2013,381,Pixi 52wks,0.0546,0.5779,25.14,44.64,33.4,0.0688,0.0128,14.82,0.4,0.3,45.13
DO.0988,M,G9,CSDO-M-30,2/22/2012,3/8/2013,380,Pixi 52wks,0.056,0.664,18.78,32.22,26.2,0.0859,0.016,12.96,0.35,0.3,33.04
DO.0989,M,G9,CSDO-M-30A,2/21/2012,3/8/2013,381,Pixi 52wks,0.0546,0.5875,18.17,33.2,27.2,0.0693,0.0129,6.86,0.35,0.3,34.28
DO.0990,M,G9,CSDO-M-30B,2/21/2012,3/8/2013,381,Pixi 52wks,0.0536,0.5541,27.94,34.93,25.2,0.0813,0.0152,18.91,0.36,0.3,35.65
DO.0991,M,G9,CSDO-M-31,2/20/2012,2/22/2013,368,Pixi 52wks,0.059,0.597,26.4,35.77,26.3,0.0685,0.013,18.8,0.4,0.3,36.35
DO.0992,M,G9,CSDO-M-31,2/22/2012,2/22/2013,366,Pixi 52wks,0.0533,0.488,23.4,34.48,26.4,0.0728,0.014,9.1,0.4,0.4,34.91
DO.0993,M,G9,CSDO-M-31,2/23/2012,2/22/2013,365,Pixi 52wks,0.0546,0.576,31.9,48.72,33.2,0.0719,0.013,20.2,0.38,0.3,48.6
DO.0995,M,G9,CSDO-M-31,2/22/2012,2/22/2013,366,Pixi 52wks,0.054,0.576,46.3,56.67,30.4,0.0758,0.016,35.3,0.51,0.3,55.36
DO.0996,M,G9,CSDO-M-32,2/21/2012,3/8/2013,381,Pixi 52wks,0.0574,0.6272,9.15,32.89,29.9,0.0927,0.0173,4.24,0.37,0.4,33.73
DO.0997,M,G9,CSDO-M-32A,2/20/2012,3/8/2013,382,Pixi 52wks,0.0502,0.479,19.71,39.82,32,0.0672,0.0126,9.3,0.38,0.3,39.84
DO.0998,M,G9,CSDO-M-32,2/20/2012,3/8/2013,382,Pixi 52wks,0.0584,0.6708,14.88,34.28,29.2,0.0818,0.0153,6.19,0.35,0.3,35.26
DO.0999,M,G9,CSDO-M-32B,2/20/2012,3/8/2013,382,Pixi 52wks,0.0551,0.5756,30.23,41.49,29,0.0749,0.014,17.94,0.37,0.3,41.67
DO.1000,M,G9,CSDO-M-32,2/21/2012,3/8/2013,381,Pixi 52wks,0.057,0.6415,9.37,32.74,29.7,0.0872,0.0163,3.55,0.36,0.3,36.57
DO.1001,M,G9,CSDO-33C,2/18/2012,2/22/2013,370,Pixi 52wks,0.0522,0.565,11.6,30.5,27,0.0765,0.015,4.8,0.39,0.4,30.74
DO.1002,M,G9,CSDO-M-33,2/20/2012,8/30/2013,557,Pixi 78wks,0.0557,0.527,28.48,45.97,32.9,0.0605,0.0118,9.89,0.44,0.4,45.76
DO.1003,M,G9,CSDO-M-33B,2/19/2012,8/30/2013,558,Pixi 78wks,0.0445,0.4276,20.57,32.78,26,0.0448,0.0085,10.31,0.36,0.3,33.21
DO.1006,M,G9,CSDO-M-34,2/23/2012,9/6/2013,561,Pixi 78wks,0.0445,0.3974,12.82,30.29,26.4,0.0587,0.0111,1.91,0.37,0.4,30.19
DO.1007,M,G9,CSDO-M-34,2/21/2012,9/6/2013,563,Pixi 78wks,0.0521,0.4995,27.57,42.1,30.5,0.0589,0.011,12.6,0.36,0.3,41.89
DO.1008,M,G9,CSDO-M-34A,2/24/2012,9/6/2013,560,Pixi 78wks,0.0501,0.5096,25.39,39.18,29.2,0.0519,0.0097,14.43,0.39,0.3,39.51
DO.1010,M,G9,CSDO-M-34,2/23/2012,9/6/2013,561,Pixi 78wks,0.057,0.5319,31.73,43.26,29.5,0.0628,0.0115,10.79,0.39,0.3,42.69
DO.1011,M,G9,CSDO-M-35B,2/18/2012,9/6/2013,566,Pixi 78wks,0.0517,0.5494,11.26,30.81,27.3,0.0737,0.0138,3.87,0.36,0.3,31.45
DO.1012,M,G9,CSDO-M-35,2/20/2012,3/1/2013,375,Pixi 52wks,0.062,0.73,11.77,36.53,32.2,0.0985,0.0181,4.7,0.4,0.4,37.3
DO.1013,M,G9,CSDO-M-35,2/20/2012,3/1/2013,375,Pixi 52wks,0.0599,0.666,23.56,42.55,32.5,0.1065,0.0199,11.78,0.4,0.4,42.73
DO.1014,M,G9,CSDO-M-35,2/20/2012,3/1/2013,375,Pixi 52wks,0.0646,0.6728,29.68,51.54,36.2,0.0975,0.0182,11.38,0.39,0.3,51.58
DO.1015,M,G9,CSDO-M-35A,2/19/2012,9/6/2013,565,Pixi 78wks,0.0531,0.598,28.11,38.65,27.8,0.0753,0.0141,13.6,0.38,0.3,38.64
DO.1016,M,G9,CSDO-M-36,2/22/2012,8/30/2013,555,Pixi 78wks,0.0623,0.7568,26.51,40.04,29.4,0.1004,0.0196,17.18,0.42,0.3,40.55
DO.1017,M,G9,CSDO-M-36A,2/18/2012,8/30/2013,559,Pixi 78wks,0.0585,0.6191,26.1,42.14,31.1,0.0667,0.013,12.54,0.42,0.4,42.25
DO.1018,M,G9,CSDO-M-36B,2/19/2012,8/30/2013,558,Pixi 78wks,0.0535,0.5602,12.22,28.26,24.8,0.061,0.0119,2.05,0.34,0.3,29.04
DO.1019,M,G9,CSDO-M-36,2/20/2012,8/30/2013,557,Pixi 78wks,0.0559,0.5469,20.75,28.15,22.3,0.0849,0.0166,8.71,0.35,0.3,28.71
DO.1020,M,G9,CSDO-M-36,2/20/2012,8/30/2013,557,Pixi 78wks,0.0603,0.6723,23.36,44.62,34.2,0.0786,0.0151,7.48,0.36,0.3,44.65
DO.1021,M,G10,CSDO-M-37,5/15/2012,6/14/2013,395,Pixi 52wks,0.0546,0.5574,12.52,30.73,26.9,0.0715,0.0134,7.1,0.36,0.3,25.9
DO.1022,M,G10,CSDO-M-37A,5/15/2012,6/14/2013,395,Pixi 52wks,0.0545,0.5392,14.41,31.74,27.2,0.1149,0.0215,7.62,0.37,0.3,26.6
