Mouse.ID,Sex,Generation,penName,DOB,Exp.Date,Age.at.Exp.Date,Test.Name,BMD,BMC,X..Fat,TTM,Total.Lean,VTB.ROI.BMD,VTB.ROI.BMC,VTB.ROI...Fat,VTB.ROI.TTM,VTB.ROI.Lean,BW
DO.1023,M,G10,CSDO-M-37B,5/17/2012,6/14/2013,393,Pixi 52wks,0.0543,0.5796,29.19,41.95,29.7,0.0741,0.0138,15.97,0.41,0.3,32.4
DO.1024,M,G10,CSDO-M-37,5/17/2012,6/14/2013,393,Pixi 52wks,0.0532,0.5963,11.58,34.4,30.4,0.0868,0.0162,5.27,0.36,0.3,26.1
DO.1025,M,G10,CSDO-M-37,5/13/2012,6/14/2013,397,Pixi 52wks,0.0622,0.6568,26.98,41.98,30.7,0.1031,0.0193,19.5,0.39,0.3,35.1
DO.1026,M,G10,CSDO-M-38A,5/14/2012,6/14/2013,396,Pixi 52wks,0.0602,0.7083,28.65,34.51,24.6,0.099,0.0189,21.13,0.36,0.3,28.5
DO.1027,M,G10,CSDO-M-38,5/16/2012,6/14/2013,394,Pixi 52wks,0.0533,0.4896,28.04,44.28,31.9,0.0687,0.0127,12.93,0.44,0.4,36.9
DO.1028,M,G10,CSDO-M-38A,5/15/2012,6/14/2013,395,Pixi 52wks,0.0606,0.6951,15.13,40.33,34.2,0.0988,0.0184,9.82,0.37,0.3,29.3
DO.1029,M,G10,CSDO-M-38B,5/15/2012,6/14/2013,395,Pixi 52wks,0.0542,0.5157,12.01,31.78,28,0.0798,0.0153,6.16,0.36,0.3,27.4
DO.1031,M,G10,CSDO-M-39,5/16/2012,11/15/2013,548,Pixi 78wks,0.0583,0.586,33.47,47.57,31.6,0.0585,0.0109,20.6,0.42,0.3,46.8
DO.1032,M,G10,CSDO-M-39,5/13/2012,11/15/2013,551,Pixi 78wks,0.0557,0.517,32.39,43.61,29.5,0.0679,0.0127,18.29,0.39,0.3,42.7
DO.1033,M,G10,CSDO-M-39,5/15/2012,11/15/2013,549,Pixi 78wks,0.0562,0.528,34.57,45.92,30,0.0717,0.0134,17.31,0.4,0.3,45.8
DO.1035,M,G10,CSDO-M-39,5/15/2012,11/15/2013,549,Pixi 78wks,0.055,0.5499,32.68,54.68,36.8,0.068,0.0127,19.19,0.43,0.3,54.5
DO.1037,M,G10,CSDO-M-40,5/13/2012,12/14/2012,215,Pixi 26wks,0.0528,0.4788,21.82,35.48,27.7,0.0716,0.0134,6.77,0.37,0.3,35.46
DO.1038,M,G10,CSDO-M-40,5/9/2012,12/14/2012,219,Pixi 26wks,0.0542,0.5243,13.94,30.14,25.9,0.0717,0.0134,8.46,0.36,0.3,31.03
DO.1039,M,G10,CSDO-M-40,5/11/2012,12/14/2012,217,Pixi 26wks,0.0566,0.5309,30.28,39.7,27.7,0.1185,0.0221,22.61,0.44,0.3,38.44
DO.1040,M,G10,CSDO-M-40,5/12/2012,12/14/2012,216,Pixi 26wks,0.0585,0.6569,10.45,26.48,23.7,0.096,0.0179,2.72,0.34,0.3,27.51
DO.1041,M,G10,CSDO-M-41,5/16/2012,12/14/2012,212,Pixi 26wks,0.0547,0.5652,26.09,43.61,32.2,0.0731,0.0136,13.25,0.41,0.4,43.74
DO.1042,M,G10,CSDO-M-41,5/15/2012,12/14/2012,213,Pixi 26wks,0.0551,0.4994,17.35,31.3,25.9,0.0657,0.0123,4.61,0.38,0.4,31.77
DO.1043,M,G10,CSDO-M-41,5/12/2012,12/14/2012,216,Pixi 26wks,0.0499,0.4542,22.93,36.74,28.3,0.0601,0.0112,9.09,0.4,0.4,36.93
DO.1044,M,G10,CSDO-M-41,5/15/2012,12/14/2012,213,Pixi 26wks,0.0533,0.4933,28.75,36.27,25.8,0.0682,0.0127,16.44,0.4,0.3,35.08
DO.1045,M,G10,CSDO-M-41,5/17/2012,12/14/2012,211,Pixi 26wks,0.056,0.5842,14.56,31.07,26.5,0.0882,0.0165,2.42,0.38,0.4,31.63
DO.1046,M,G10,CSDO-M-42,5/15/2012,11/26/2013,560,Pixi 78wks,0.0535,0.5888,14.45,30.4,26,0.0712,0.0133,11.49,0.36,0.3,30.7
DO.1047,M,G10,CSDO-M-42A,5/14/2012,11/26/2013,561,Pixi 78wks,0.0551,0.6222,19.45,40.24,32.4,0.0765,0.0135,13,0.35,0.3,41.7
DO.1048,M,G10,CSDO-M-42,5/14/2012,11/26/2013,561,Pixi 78wks,0.0645,0.7387,16.93,35.81,29.7,0.1081,0.0202,11.7,0.36,0.3,36.8
DO.1049,M,G10,CSDO-M-42B,5/16/2012,11/26/2013,559,Pixi 78wks,0.0537,0.595,21.85,31.14,24.3,0.0685,0.0128,13.27,0.34,0.3,30.9
DO.1051,M,G10,CSDO-M-43,5/15/2012,6/21/2013,402,Pixi 52wks,0.0581,0.5919,15.62,33.16,28,0.0784,0.0146,8.5,0.36,0.3,30.7
DO.1053,M,G10,CSDO-M-43B,5/13/2012,6/21/2013,404,Pixi 52wks,0.0523,0.4645,29.48,38.59,27.2,0.0616,0.0115,12.94,0.39,0.3,38.4
DO.1054,M,G10,CSDO-M-43,5/15/2012,6/21/2013,402,Pixi 52wks,0.068,0.6755,23.99,42.27,32.1,0.118,0.0224,12.79,0.39,0.3,42.2
DO.1055,M,G10,CSDO-M-43A,5/13/2012,6/21/2013,404,Pixi 52wks,0.0528,0.5388,15.13,32.05,27.2,0.0617,0.0114,4.71,0.37,0.4,28.2
DO.1056,M,G10,CSDO-M-44A,5/12/2012,11/26/2013,563,Pixi 78wks,0.05,0.4961,19.13,30.97,25,0.0629,0.0116,7.65,0.35,0.3,31
DO.1057,M,G10,CSDO-M-44,5/12/2012,11/26/2013,563,Pixi 78wks,0.0551,0.5942,16.75,30.04,25,0.0898,0.0172,9.04,0.34,0.3,30
DO.1058,M,G10,CSDO-M-44,5/16/2012,11/26/2013,559,Pixi 78wks,0.0533,0.5508,10.49,27.04,24.2,0.0798,0.0149,4.74,0.35,0.3,27.9
DO.1059,M,G10,CSDO-M-44,5/14/2012,11/26/2013,561,Pixi 78wks,0.0519,0.5724,6.89,53.5,49.8,0.0489,0.0093,1.38,0.66,0.6,50.7
DO.1060,M,G10,CSDO-M-44,5/15/2012,11/26/2013,560,Pixi 78wks,0.0585,0.6492,17.07,35.5,29.4,0.0934,0.0174,7.93,0.42,0.4,35.7
DO.1061,M,G10,CSDO-M-45,5/15/2012,12/7/2012,206,Pixi 26wks,0.0588,0.5639,32.98,40.27,27,0.0884,0.0165,16.54,0.38,0.3,40.05
DO.1062,M,G10,CSDO-M-45,5/12/2012,12/7/2012,209,Pixi 26wks,0.0596,0.6438,34.03,45.2,29.8,0.1149,0.0215,22.04,0.39,0.3,44.2
DO.1063,M,G10,CSDO-M-45,5/15/2012,12/7/2012,206,Pixi 26wks,0.0551,0.5902,17.23,32.01,26.5,0.0891,0.0166,12.31,0.37,0.3,32.86
DO.1064,M,G10,CSDO-M-45,5/17/2012,12/7/2012,204,Pixi 26wks,0.0546,0.5028,15.07,27.95,23.7,0.0883,0.0165,7.66,0.35,0.3,28.48
DO.1065,M,G10,CSDO-M-45,5/16/2012,12/7/2012,205,Pixi 26wks,0.0587,0.5752,21.83,35.58,27.8,0.0767,0.0143,16.9,0.39,0.3,35.41
DO.1066,M,G10,CSDO-M-46,5/15/2012,6/21/2013,402,Pixi 52wks,0.0568,0.6026,31.86,43.84,29.9,0.0739,0.0138,18.88,0.4,0.3,46.4
DO.1067,M,G10,CSDO-M-46,5/16/2012,6/21/2013,401,Pixi 52wks,0.053,0.4907,15.69,34.21,28.8,0.0663,0.0124,2.67,0.37,0.4,36.1
DO.1068,M,G10,CSDO-M-46,5/16/2012,6/21/2013,401,Pixi 52wks,0.0642,0.634,29.96,45.52,31.9,0.0861,0.0161,15.39,0.42,0.4,42.3
DO.1069,M,G10,CSDO-M-46A,5/17/2012,6/21/2013,400,Pixi 52wks,0.0596,0.6142,30.76,37.42,25.9,0.0804,0.015,21.62,0.37,0.3,36.9
DO.1070,M,G10,CSDO-M-46,5/12/2012,6/21/2013,405,Pixi 52wks,0.0625,0.6622,23.87,46.54,35.4,0.0726,0.0136,12.03,0.4,0.4,48.6
DO.1071,M,G10,CSDO-M-47,5/18/2012,11/15/2013,546,Pixi 78wks,0.0528,0.5346,20.77,34.94,27.7,0.0715,0.0133,7.58,0.37,0.3,34.7
DO.1074,M,G10,CSDO-M-47,5/15/2012,11/15/2013,549,Pixi 78wks,0.0574,0.6769,41.58,46.87,27.4,0.0982,0.0183,26.58,0.4,0.3,45.7
DO.1075,M,G10,CSDO-M-47,5/15/2012,11/15/2013,549,Pixi 78wks,0.0565,0.613,28.07,39.99,28.8,0.0813,0.0152,14.22,0.37,0.3,40.1
DO.1076,M,G10,CSDO-M-48,5/12/2012,12/7/2012,209,Pixi 26wks,0.068,0.7346,24.36,43.09,32.6,0.1054,0.0197,11.57,0.37,0.3,43.25
DO.1077,M,G10,CSDO-M-48,5/15/2012,12/7/2012,206,Pixi 26wks,0.0624,0.7652,9.34,34.77,31.5,0.1054,0.0197,2.84,0.37,0.4,35.9
DO.1078,M,G10,CSDO-M-48A,5/16/2012,12/7/2012,205,Pixi 26wks,0.0595,0.6953,13.09,37.15,32.3,0.1021,0.0191,7.7,0.36,0.3,37.71
DO.1079,M,G10,CSDO-M-48,5/14/2012,12/7/2012,207,Pixi 26wks,0.0562,0.6102,7.66,31.42,29,0.0963,0.018,3.13,0.35,0.3,31.92
DO.1080,M,G10,CSDO-M-48A,5/15/2012,12/7/2012,206,Pixi 26wks,0.0637,0.6525,21.16,47.29,37.3,0.0972,0.0181,9.4,0.43,0.4,46.68
DO.1082,F,G11,CSDO-F-49,8/23/2012,3/14/2014,568,Pixi 78wks,0.0505,0.4823,31.22,36.02,24.8,0.0659,0.0123,15.41,0.34,0.3,36.3
DO.1083,F,G11,CSDO-F-49,8/22/2012,3/14/2014,569,Pixi 78wks,0.0478,0.4276,24.19,28.98,22,0.0487,0.0091,15.32,0.33,0.3,29.3
DO.1084,F,G11,CSDO-F-49,8/21/2012,3/14/2014,570,Pixi 78wks,0.0549,0.5456,23.18,32.5,25,0.0771,0.0144,14.19,0.35,0.3,33
DO.1085,F,G11,CSDO-F-49,8/23/2012,3/14/2014,568,Pixi 78wks,0.0553,0.5402,21.78,30.24,23.7,0.0846,0.0158,13.92,0.34,0.3,30.9
DO.1087,F,G11,CSDO-F-50,8/20/2012,9/13/2013,389,Pixi 52wks,0.0704,0.7119,23.73,21.21,16.2,0.125,0.0233,16.18,0.36,0.3,22.2
DO.1088,F,G11,CSDO-F-50,8/22/2012,9/13/2013,387,Pixi 52wks,0.0592,0.5346,28.73,29.57,21.1,0.0924,0.0173,18.49,0.34,0.3,29.8
DO.1089,F,G11,CSDO-F-50,8/22/2012,9/13/2013,387,Pixi 52wks,0.0586,0.5773,34.35,34.42,22.6,0.072,0.0134,24.29,0.35,0.3,33.7
DO.1090,F,G11,CSDO-F-50,8/22/2012,9/13/2013,387,Pixi 52wks,0.0504,0.5012,46.43,39.44,21.1,0.0617,0.0115,34.11,0.35,0.2,38.6
DO.1091,F,G11,CSDO-F-51,8/20/2012,3/7/2014,564,Pixi 78wks,0.0477,0.4761,21.99,33.65,26.3,0.0597,0.0112,10.19,0.34,0.3,33.9
DO.1092,F,G11,CSDO-F-51,8/22/2012,3/7/2014,562,Pixi 78wks,0.0332,0.2443,11.5,20.63,18.3,0.0335,0.0062,4.3,0.29,0.3,20.6
DO.1093,F,G11,CSDO-F-51,8/23/2012,3/7/2014,561,Pixi 78wks,0.0488,0.3838,23.76,27.41,20.9,0.0541,0.0101,15.04,0.35,0.3,27.3
DO.1094,F,G11,CSDO-F-51,8/20/2012,3/7/2014,564,Pixi 78wks,0.0624,0.5488,10.23,40.52,36.4,0.0768,0.0143,5.22,0.44,0.4,37
DO.1095,F,G11,CSDO-F-51,8/20/2012,3/7/2014,564,Pixi 78wks,0.0523,0.408,37.38,35.87,22.5,0.0716,0.0133,22.04,0.39,0.3,35.6
DO.1096,F,G11,CSDO-F-52,8/18/2012,3/15/2013,209,Pixi 26wks,0.049,0.3838,25.31,20.46,15.3,0.0749,0.014,10.53,0.29,0.3,20.64
DO.1097,F,G11,CSDO-F-52,8/21/2012,3/15/2013,206,Pixi 26wks,0.053,0.4439,32.3,27.85,18.9,0.0816,0.0152,18.5,0.32,0.3,27.39
DO.1098,F,G11,CSDO-F-52,8/21/2012,3/15/2013,206,Pixi 26wks,0.051,0.4286,37.13,34.87,21.9,0.0788,0.0147,22.99,0.34,0.3,34.3
DO.1099,F,G11,CSDO-F-52,8/23/2012,3/15/2013,204,Pixi 26wks,0.0549,0.434,30.55,28.23,19.6,0.0824,0.0157,18.12,0.34,0.3,28.05
DO.1100,F,G11,CSDO-F-52,8/21/2012,3/15/2013,206,Pixi 26wks,0.0525,0.5046,40.42,38.28,22.8,0.0662,0.0126,27.95,0.35,0.3,37.28
DO.1101,F,G11,CSDO-F-53,8/22/2012,9/20/2013,394,Pixi 52wks,0.0572,0.5727,25.52,34.65,25.8,0.0804,0.015,14.58,0.35,0.3,35
DO.1102,F,G11,CSDO-F-53,8/23/2012,9/20/2013,393,Pixi 52wks,0.055,0.5033,39,39.62,24.2,0.0743,0.0139,27.2,0.36,0.3,38.5
DO.1103,F,G11,CSDO-F-53,8/22/2012,9/20/2013,394,Pixi 52wks,0.0545,0.5186,19.74,26.35,21.2,0.077,0.0147,10.34,0.32,0.3,26.4
DO.1105,F,G11,CSDO-F-53,8/24/2012,9/20/2013,392,Pixi 52wks,0.0529,0.4605,14.47,21.58,18.5,0.0914,0.0171,7.04,0.31,0.3,22.2
DO.1106,F,G11,CSDO-F-54,8/19/2012,3/7/2014,565,Pixi 78wks,0.047,0.4082,27.2,31.5,22.9,0.0399,0.0063,16.45,0.37,0.3,31.1
DO.1107,F,G11,CSDO-F-54,8/20/2012,3/7/2014,564,Pixi 78wks,0.0599,0.4492,41.46,36.9,21.6,0.0961,0.0184,33.38,0.44,0.3,35
DO.1108,F,G11,CSDO-F-54,8/21/2012,3/7/2014,563,Pixi 78wks,0.0511,0.5165,46.02,48.15,26,0.0798,0.0149,28.58,0.41,0.3,46.4
DO.1109,F,G11,CSDO-F-54,8/23/2012,3/7/2014,561,Pixi 78wks,0.0561,0.5,31.2,34.81,24,0.0892,0.0167,9.92,0.34,0.3,34.4
DO.1112,F,G11,CSDO-F-55,8/19/2012,9/13/2013,390,Pixi 52wks,0.0503,0.4779,42.56,37.9,21.8,0.0535,0.0099,30.33,0.39,0.3,36.4
DO.1113,F,G11,CSDO-F-55,8/22/2012,9/13/2013,387,Pixi 52wks,0.0459,0.3477,48.76,48.9,25.1,0.0355,0.0053,24.48,0.43,0.3,47.3
DO.1114,F,G11,CSDO-F-55,8/20/2012,9/13/2013,389,Pixi 52wks,0.0471,0.3757,32.42,28.49,19.3,0.0541,0.0101,17.99,0.33,0.3,28.5
DO.1115,F,G11,CSDO-F-55,8/19/2012,9/13/2013,390,Pixi 52wks,0.0511,0.5004,43.6,43.4,24.5,0.064,0.0119,27.05,0.39,0.3,42.7
DO.1116,F,G11,CSDO-F-56,8/19/2012,3/22/2013,215,Pixi 26wks,0.046,0.4321,9.64,23.77,21.5,0.0633,0.0118,1.81,0.34,0.3,24.02
DO.1117,F,G11,CSDO-F-56,8/17/2012,3/22/2013,217,Pixi 26wks,0.0543,0.5198,14.05,24.57,21.1,0.0819,0.0153,5.14,0.33,0.3,24.8
DO.1118,F,G11,CSDO-F-56,8/22/2012,3/22/2013,212,Pixi 26wks,0.0564,0.4808,30.65,31.36,21.7,0.0891,0.0166,17.33,0.35,0.3,30.53
DO.1119,F,G11,CSDO-F-56,8/20/2012,3/22/2013,214,Pixi 26wks,0.0507,0.4332,37.4,29.99,18.8,0.0742,0.0139,22.66,0.31,0.2,29.78
DO.1120,F,G11,CSDO-F-56,8/20/2012,3/22/2013,214,Pixi 26wks,0.0581,0.5545,22.41,28.52,22.1,0.1016,0.0192,12.55,0.33,0.3,29.56
DO.1121,F,G11,CSDO-F-57,8/19/2012,3/22/2013,215,Pixi 26wks,0.0519,0.4358,30.27,29.94,20.9,0.0721,0.0135,17.84,0.35,0.3,29.3
DO.1123,F,G11,CSDO-F-57,8/21/2012,3/22/2013,213,Pixi 26wks,0.0568,0.4931,31.68,35.44,24.2,0.0815,0.0152,21.01,0.34,0.3,34.91
DO.1124,F,G11,CSDO-F-57,8/23/2012,3/22/2013,211,Pixi 26wks,0.0518,0.4747,31.44,26.82,18.4,0.0738,0.0141,21.74,0.31,0.2,26.96
DO.1125,F,G11,CSDO-F-57,8/23/2012,3/22/2013,211,Pixi 26wks,0.0514,0.4776,32.77,31.01,20.8,0.0851,0.0164,20.83,0.35,0.3,30.56
DO.1126,F,G11,CSDO-F-58,8/20/2012,9/20/2013,396,Pixi 52wks,0.048,0.4523,25.49,21.87,16.3,0.0715,0.0134,17.31,0.33,0.3,22.1
DO.1128,F,G11,CSDO-F-58,8/20/2012,9/20/2013,396,Pixi 52wks,0.0535,0.4862,19.84,26.37,21.1,0.0741,0.014,9.69,0.32,0.3,26.9
DO.1129,F,G11,CSDO-F-58,8/24/2012,9/20/2013,392,Pixi 52wks,0.0503,0.481,37.36,39,24.4,0.0525,0.0095,16.69,0.37,0.3,38.5
DO.1130,F,G11,CSDO-F-58,8/22/2012,9/20/2013,394,Pixi 52wks,0.0594,0.5342,23.04,23.34,18,0.1031,0.0193,16.61,0.32,0.3,24
DO.1131,F,G11,CSDO-F-59,8/24/2012,3/14/2014,567,Pixi 78wks,0.0551,0.7066,36.41,37.74,24,0.0787,0.0147,27.92,0.33,0.2,36.7
DO.1132,F,G11,CSDO-F-59,8/21/2012,3/14/2014,570,Pixi 78wks,0.0439,0.3762,30.14,40.2,28.1,0.0365,0.0063,13.32,0.37,0.3,39.7
DO.1133,F,G11,CSDO-F-59,8/21/2012,3/14/2014,570,Pixi 78wks,0.0667,0.7398,47.32,58.05,30.6,0.1425,0.0266,29.66,0.38,0.3,57
DO.1135,F,G11,CSDO-F-59,8/21/2012,3/14/2014,570,Pixi 78wks,0.0587,0.5828,32.18,37.05,25.1,0.0677,0.0126,14.12,0.35,0.3,37.3
DO.1136,F,G11,CSDO-F-60,8/21/2012,3/15/2013,206,Pixi 26wks,0.0447,0.3497,33.75,34.3,22.7,0.0331,0.0045,5.73,0.39,0.4,32.17
DO.1137,F,G11,CSDO-F-60,8/22/2012,3/15/2013,205,Pixi 26wks,0.0597,0.5782,23.52,30.37,23.2,0.0809,0.0151,8.01,0.33,0.3,31.11
DO.1138,F,G11,CSDO-F-60,8/21/2012,3/15/2013,206,Pixi 26wks,0.0488,0.3975,34.21,25.23,16.6,0.0761,0.0142,23.65,0.29,0.2,25.01
DO.1139,F,G11,CSDO-F-60,8/20/2012,3/15/2013,207,Pixi 26wks,0.0574,0.5269,18.65,21.45,17.4,0.0827,0.0154,5.62,0.31,0.3,22.33
DO.1140,F,G11,CSDO-F-60,8/17/2012,3/15/2013,210,Pixi 26wks,0.0539,0.4637,22.42,23.99,18.6,0.0833,0.0156,13.31,0.29,0.3,24.18
DO.1141,M,G11,CSDO-M-49A,8/22/2012,9/13/2013,387,Pixi 52wks,0.0537,0.5442,26.21,35.83,26.4,0.0761,0.0142,16.69,0.37,0.3,36.1
DO.1142,M,G11,CSDO-M-49C,8/21/2012,9/13/2013,388,Pixi 52wks,0.0513,0.538,13.71,32.17,27.8,0.0698,0.013,7.96,0.37,0.3,32.7
DO.1143,M,G11,CSDO-M-49B,8/22/2012,9/13/2013,387,Pixi 52wks,0.0491,0.4881,5.75,25.26,23.8,0.0713,0.0133,0.31,0.47,0.5,24.8
DO.1145,M,G11,CSDO-M-49A,8/21/2012,9/13/2013,388,Pixi 52wks,0.0533,0.5261,39.6,47.85,28.9,0.0713,0.0133,21.6,0.41,0.3,47.3
DO.1146,M,G11,CSDO-M-50,8/21/2012,3/14/2014,570,Pixi 78wks,0.0548,0.6202,31.98,40.12,27.3,0.0796,0.0149,28.12,0.4,0.3,40.7
DO.1147,M,G11,CSDO-M-50,8/22/2012,3/14/2014,569,Pixi 78wks,0.0523,0.4763,22.47,35.03,27.2,0.0684,0.0128,9.37,0.39,0.4,35.6
DO.1148,M,G11,CSDO-M-50,8/19/2012,3/14/2014,572,Pixi 78wks,0.0534,0.5868,16.78,32.86,27.3,0.0724,0.0135,6.42,0.33,0.3,34.3
DO.1149,M,G11,CSDO-M-50B,8/24/2012,3/14/2014,567,Pixi 78wks,0.0562,0.6093,12.53,29.91,26.2,0.0587,0.011,5.01,0.41,0.4,30.6
DO.1151,M,G11,CSDO-M-50,8/22/2012,3/22/2013,212,Pixi 26wks,0.0594,0.5844,31.85,46.77,31.9,0.0901,0.0168,17.59,0.39,0.3,46.28
DO.1152,M,G11,CSDO-M-51,8/19/2012,3/22/2013,215,Pixi 26wks,0.0564,0.5055,24.43,34.84,26.3,0.0777,0.0145,9.67,0.39,0.3,34.31
DO.1153,M,G11,CSDO-M-51,8/22/2012,3/22/2013,212,Pixi 26wks,0.0643,0.7327,22.47,38.61,29.9,0.1148,0.0211,11.99,0.35,0.3,39.47
DO.1154,M,G11,CSDO-M-51,8/24/2012,3/22/2013,210,Pixi 26wks,0.0547,0.5958,40.96,41.75,24.6,0.0905,0.0172,26.95,0.37,0.3,40.9
DO.1155,M,G11,CSDO-M-51,8/17/2012,3/22/2013,217,Pixi 26wks,0.0586,0.571,27.85,37.11,26.8,0.0715,0.0133,21.19,0.38,0.3,36.86
DO.1156,M,G11,CSDO-M-52A,8/23/2012,3/7/2014,561,Pixi 78wks,0.0583,0.636,18.66,39.61,32.2,0.0789,0.0147,10.73,0.4,0.4,40.7
DO.1157,M,G11,CSDO-M-52,8/17/2012,3/7/2014,567,Pixi 78wks,0.0647,0.7566,27.03,43.52,31.8,0.1068,0.0202,15.88,0.43,0.4,44.1
DO.1158,M,G11,CSDO-M-52,8/19/2012,3/7/2014,565,Pixi 78wks,0.0551,0.6222,15.98,32.48,27.3,0.0803,0.015,7.53,0.37,0.3,33.1
DO.1159,M,G11,CSDO-M-52,8/21/2012,3/7/2014,563,Pixi 78wks,0.0497,0.4603,36.87,38.82,24.5,0.0622,0.0116,20.22,0.42,0.3,38.1
DO.1160,M,G11,CSDO-M-52A,8/18/2012,3/7/2014,566,Pixi 78wks,0.0556,0.605,25.42,43.35,32.3,0.0782,0.0146,11.06,0.39,0.3,43
DO.1161,M,G11,CSDO-M-53,8/19/2012,9/20/2013,397,Pixi 52wks,0.0535,0.6106,27.46,38.68,28.1,0.076,0.014,16.25,0.4,0.3,38.7
DO.1162,M,G11,CSDO-M-53C,8/22/2012,9/20/2013,394,Pixi 52wks,0.0602,0.6359,20.63,41.13,32.6,0.0887,0.0169,9.49,0.43,0.4,40.7
DO.1163,M,G11,CSDO-M-53B,8/19/2012,9/20/2013,397,Pixi 52wks,0.0509,0.5104,10.9,27.31,24.3,0.0726,0.0135,3.79,0.39,0.4,27.9
DO.1165,M,G11,CSDO-M-53D,8/23/2012,9/20/2013,393,Pixi 52wks,0.0594,0.5996,36.24,52.65,33.6,0.0954,0.0175,18.3,0.42,0.3,52
DO.1166,M,G11,CSDO-M-54A,8/20/2012,3/7/2014,564,Pixi 78wks,0.0514,0.4672,12.61,25.46,22.2,0.0715,0.0134,5.23,0.37,0.4,26
DO.1168,M,G11,CSDO-M-54,8/18/2012,3/7/2014,566,Pixi 78wks,0.0551,0.6446,27.26,43.79,31.8,0.0858,0.0151,18.13,0.44,0.4,43.4
DO.1169,M,G11,CSDO-M-54,8/18/2012,3/7/2014,566,Pixi 78wks,0.0542,0.6219,25.52,37.18,27.7,0.0814,0.0156,17.76,0.4,0.3,37.7
DO.1171,M,G11,CSDO-M-55B,8/22/2012,3/22/2013,212,Pixi 26wks,0.0568,0.5937,10.27,25.89,23.2,0.0989,0.0185,2.98,0.31,0.3,26.43
DO.1172,M,G11,CSDO-M-55A,8/20/2012,3/22/2013,214,Pixi 26wks,0.0564,0.5389,9.61,25.29,22.9,0.0947,0.0174,2.18,0.33,0.3,25.81
DO.1173,M,G11,CSDO-M-55C,8/21/2012,3/22/2013,213,Pixi 26wks,0.0501,0.42,26.42,42.74,31.4,0.0537,0.01,12.23,0.41,0.4,42.51
DO.1174,M,G11,CSDO-M-55,8/22/2012,3/22/2013,212,Pixi 26wks,0.0567,0.6008,8.67,28.62,26.1,0.0973,0.0182,2.03,0.38,0.4,29.57
DO.1175,M,G11,CSDO-M-55,8/23/2012,3/22/2013,211,Pixi 26wks,0.065,0.7733,15.81,39.78,33.5,0.1187,0.0228,8,0.41,0.4,39.96
